[16:15:35:913]	[OPER] Start> Initialize
[16:23:53:334]	[SEND] PICK 4 SLOT 9 ARM A
[16:23:53:399]	[RECV] _ACK
[16:24:00:540]	[RECV] _RDY
[16:24:00:541]	[OPER] End > Pick, Result : Completed
[16:24:00:668]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[16:24:00:670]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[16:24:00:749]	[RECV] _ACK
[16:24:03:652]	[RECV] _RDY
[16:24:03:654]	[OPER] End > ApproachForPlace, Result : Completed
[16:24:03:769]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 8
[16:24:03:774]	[SEND] PLACE 13 SLOT 1 ARM A
[16:24:03:844]	[RECV] _ACK
[16:24:08:374]	[RECV] _RDY
[16:24:08:376]	[OPER] End > Place, Result : Completed
[16:24:08:510]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[16:24:08:512]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[16:24:08:591]	[RECV] _ACK
[16:24:11:696]	[RECV] _RDY
[16:24:11:697]	[OPER] End > ApproachForPick, Result : Completed
[16:24:11:807]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[16:24:11:815]	[SEND] PICK 15 SLOT 1 ARM B
[16:24:11:883]	[RECV] _ACK
[16:24:15:101]	[RECV] _RDY
[16:24:15:103]	[OPER] End > Pick, Result : Completed
[16:24:15:222]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 7
[16:24:15:226]	[SEND] PLACE 11 SLOT 8 ARM B
[16:24:15:294]	[RECV] _ACK
[16:24:23:206]	[RECV] _RDY
[16:24:23:207]	[OPER] End > Place, Result : Completed
[16:24:23:223]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 10
[16:24:23:232]	[SEND] PICK 11 SLOT 11 ARM A
[16:24:23:300]	[RECV] _ACK
[16:24:30:242]	[RECV] _RDY
[16:24:30:243]	[OPER] End > Pick, Result : Completed
[16:24:30:381]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[16:24:30:383]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[16:24:30:461]	[RECV] _ACK
[16:24:33:364]	[RECV] _RDY
[16:24:33:366]	[OPER] End > ApproachForPlace, Result : Completed
[16:24:33:482]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 10
[16:24:33:486]	[SEND] PLACE 14 SLOT 1 ARM A
[16:24:33:555]	[RECV] _ACK
[16:24:38:067]	[RECV] _RDY
[16:24:38:067]	[OPER] End > Place, Result : Completed
[16:24:38:198]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[16:24:38:200]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[16:24:38:279]	[RECV] _ACK
[16:24:41:383]	[RECV] _RDY
[16:24:41:383]	[OPER] End > ApproachForPick, Result : Completed
[16:24:41:501]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[16:24:41:509]	[SEND] PICK 16 SLOT 1 ARM B
[16:24:41:575]	[RECV] _ACK
[16:24:44:800]	[RECV] _RDY
[16:24:44:802]	[OPER] End > Pick, Result : Completed
[16:24:44:928]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 7
[16:24:44:932]	[SEND] PLACE 9 SLOT 8 ARM B
[16:24:44:999]	[RECV] _ACK
[16:24:52:912]	[RECV] _RDY
[16:24:52:912]	[OPER] End > Place, Result : Completed
[16:24:52:927]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 9
[16:24:52:935]	[SEND] PICK 4 SLOT 10 ARM A
[16:24:53:001]	[RECV] _ACK
[16:25:00:143]	[RECV] _RDY
[16:25:00:145]	[OPER] End > Pick, Result : Completed
[16:25:00:278]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[16:25:00:280]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[16:25:00:357]	[RECV] _ACK
[16:25:03:261]	[RECV] _RDY
[16:25:03:263]	[OPER] End > ApproachForPlace, Result : Completed
[16:25:03:375]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 9
[16:25:03:379]	[SEND] PLACE 13 SLOT 1 ARM A
[16:25:03:448]	[RECV] _ACK
[16:25:07:956]	[RECV] _RDY
[16:25:07:957]	[OPER] End > Place, Result : Completed
[16:25:08:080]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[16:25:08:082]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[16:25:08:161]	[RECV] _ACK
[16:25:11:269]	[RECV] _RDY
[16:25:11:270]	[OPER] End > ApproachForPick, Result : Completed
[16:25:11:386]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[16:25:11:394]	[SEND] PICK 15 SLOT 1 ARM B
[16:25:11:460]	[RECV] _ACK
[16:25:14:691]	[RECV] _RDY
[16:25:14:692]	[OPER] End > Pick, Result : Completed
[16:25:14:826]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 8
[16:25:14:830]	[SEND] PLACE 11 SLOT 9 ARM B
[16:25:14:897]	[RECV] _ACK
[16:25:22:814]	[RECV] _RDY
[16:25:22:816]	[OPER] End > Place, Result : Completed
[16:25:22:831]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 11
[16:25:22:839]	[SEND] PICK 11 SLOT 12 ARM A
[16:25:22:908]	[RECV] _ACK
[16:25:29:852]	[RECV] _RDY
[16:25:29:852]	[OPER] End > Pick, Result : Completed
[16:25:29:978]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[16:25:29:980]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[16:25:30:058]	[RECV] _ACK
[16:25:32:961]	[RECV] _RDY
[16:25:32:962]	[OPER] End > ApproachForPlace, Result : Completed
[16:25:33:082]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 11
[16:25:33:086]	[SEND] PLACE 14 SLOT 1 ARM A
[16:25:33:156]	[RECV] _ACK
[16:25:37:677]	[RECV] _RDY
[16:25:37:678]	[OPER] End > Place, Result : Completed
[16:25:37:817]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[16:25:37:819]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[16:25:37:897]	[RECV] _ACK
[16:25:41:001]	[RECV] _RDY
[16:25:41:001]	[OPER] End > ApproachForPick, Result : Completed
[16:25:41:117]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[16:25:41:125]	[SEND] PICK 16 SLOT 1 ARM B
[16:25:41:193]	[RECV] _ACK
[16:25:44:427]	[RECV] _RDY
[16:25:44:429]	[OPER] End > Pick, Result : Completed
[16:25:44:552]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 8
[16:25:44:556]	[SEND] PLACE 9 SLOT 9 ARM B
[16:25:44:623]	[RECV] _ACK
[16:25:52:533]	[RECV] _RDY
[16:25:52:533]	[OPER] End > Place, Result : Completed
[16:25:52:548]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 10
[16:25:52:556]	[SEND] PICK 4 SLOT 11 ARM A
[16:25:52:622]	[RECV] _ACK
[16:25:59:756]	[RECV] _RDY
[16:25:59:757]	[OPER] End > Pick, Result : Completed
[16:25:59:887]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[16:25:59:889]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[16:25:59:967]	[RECV] _ACK
[16:26:02:871]	[RECV] _RDY
[16:26:02:872]	[OPER] End > ApproachForPlace, Result : Completed
[16:26:02:991]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 10
[16:26:02:995]	[SEND] PLACE 13 SLOT 1 ARM A
[16:26:03:064]	[RECV] _ACK
[16:26:07:574]	[RECV] _RDY
[16:26:07:574]	[OPER] End > Place, Result : Completed
[16:26:07:704]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[16:26:07:706]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[16:26:07:784]	[RECV] _ACK
[16:26:10:892]	[RECV] _RDY
[16:26:10:894]	[OPER] End > ApproachForPick, Result : Completed
[16:26:11:004]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[16:26:11:012]	[SEND] PICK 15 SLOT 1 ARM B
[16:26:11:079]	[RECV] _ACK
[16:26:14:305]	[RECV] _RDY
[16:26:14:306]	[OPER] End > Pick, Result : Completed
[16:26:14:427]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 9
[16:26:14:431]	[SEND] PLACE 11 SLOT 10 ARM B
[16:26:14:502]	[RECV] _ACK
[16:26:22:420]	[RECV] _RDY
[16:26:22:421]	[OPER] End > Place, Result : Completed
[16:26:22:437]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 12
[16:26:22:445]	[SEND] PICK 11 SLOT 13 ARM A
[16:26:22:515]	[RECV] _ACK
[16:26:29:446]	[RECV] _RDY
[16:26:29:448]	[OPER] End > Pick, Result : Completed
[16:26:29:588]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[16:26:29:590]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[16:26:29:669]	[RECV] _ACK
[16:26:32:572]	[RECV] _RDY
[16:26:32:573]	[OPER] End > ApproachForPlace, Result : Completed
[16:26:32:690]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 12
[16:26:32:695]	[SEND] PLACE 14 SLOT 1 ARM A
[16:26:32:765]	[RECV] _ACK
[16:26:37:275]	[RECV] _RDY
[16:26:37:277]	[OPER] End > Place, Result : Completed
[16:26:37:402]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[16:26:37:404]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[16:26:37:483]	[RECV] _ACK
[16:26:40:586]	[RECV] _RDY
[16:26:40:586]	[OPER] End > ApproachForPick, Result : Completed
[16:26:40:703]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[16:26:40:711]	[SEND] PICK 16 SLOT 1 ARM B
[16:26:40:778]	[RECV] _ACK
[16:26:43:998]	[RECV] _RDY
[16:26:44:000]	[OPER] End > Pick, Result : Completed
[16:26:44:132]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 9
[16:26:44:136]	[SEND] PLACE 9 SLOT 10 ARM B
[16:26:44:205]	[RECV] _ACK
[16:26:52:120]	[RECV] _RDY
[16:26:52:120]	[OPER] End > Place, Result : Completed
[16:26:52:134]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 11
[16:26:52:142]	[SEND] PICK 4 SLOT 12 ARM A
[16:26:52:209]	[RECV] _ACK
[16:26:59:357]	[RECV] _RDY
[16:26:59:358]	[OPER] End > Pick, Result : Completed
[16:26:59:499]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[16:26:59:501]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[16:26:59:580]	[RECV] _ACK
[16:27:02:483]	[RECV] _RDY
[16:27:02:483]	[OPER] End > ApproachForPlace, Result : Completed
[16:27:02:593]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 11
[16:27:02:597]	[SEND] PLACE 13 SLOT 1 ARM A
[16:27:02:664]	[RECV] _ACK
[16:27:07:189]	[RECV] _RDY
[16:27:07:190]	[OPER] End > Place, Result : Completed
[16:27:07:327]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[16:27:07:329]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[16:27:07:409]	[RECV] _ACK
[16:27:10:516]	[RECV] _RDY
[16:27:10:517]	[OPER] End > ApproachForPick, Result : Completed
[16:27:10:627]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[16:27:10:635]	[SEND] PICK 15 SLOT 1 ARM B
[16:27:10:701]	[RECV] _ACK
[16:27:13:924]	[RECV] _RDY
[16:27:13:926]	[OPER] End > Pick, Result : Completed
[16:27:14:047]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 10
[16:27:14:051]	[SEND] PLACE 11 SLOT 11 ARM B
[16:27:14:122]	[RECV] _ACK
[16:27:22:037]	[RECV] _RDY
[16:27:22:038]	[OPER] End > Place, Result : Completed
[16:27:22:163]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[16:27:22:165]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[16:27:22:244]	[RECV] _ACK
[16:27:25:450]	[RECV] _RDY
[16:27:25:452]	[OPER] End > ApproachForPick, Result : Completed
[16:27:25:563]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[16:27:25:572]	[SEND] PICK 16 SLOT 1 ARM B
[16:27:25:640]	[RECV] _ACK
[16:27:28:868]	[RECV] _RDY
[16:27:28:869]	[OPER] End > Pick, Result : Completed
[16:27:28:994]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 10
[16:27:28:999]	[SEND] PLACE 9 SLOT 11 ARM B
[16:27:29:068]	[RECV] _ACK
[16:27:37:391]	[RECV] _RDY
[16:27:37:392]	[OPER] End > Place, Result : Completed
[16:27:37:406]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 12
[16:27:37:414]	[SEND] PICK 4 SLOT 13 ARM A
[16:27:37:481]	[RECV] _ACK
[16:27:44:624]	[RECV] _RDY
[16:27:44:625]	[OPER] End > Pick, Result : Completed
[16:27:44:761]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[16:27:44:763]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[16:27:44:841]	[RECV] _ACK
[16:27:47:744]	[RECV] _RDY
[16:27:47:745]	[OPER] End > ApproachForPlace, Result : Completed
[16:27:47:859]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 12
[16:27:47:863]	[SEND] PLACE 13 SLOT 1 ARM A
[16:27:47:931]	[RECV] _ACK
[16:27:52:454]	[RECV] _RDY
[16:27:52:455]	[OPER] End > Place, Result : Completed
[16:27:52:581]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[16:27:52:583]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[16:27:52:662]	[RECV] _ACK
[16:27:55:769]	[RECV] _RDY
[16:27:55:770]	[OPER] End > ApproachForPick, Result : Completed
[16:27:55:894]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[16:27:55:902]	[SEND] PICK 15 SLOT 1 ARM B
[16:27:55:969]	[RECV] _ACK
[16:27:59:183]	[RECV] _RDY
[16:27:59:185]	[OPER] End > Pick, Result : Completed
[16:27:59:309]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 11
[16:27:59:313]	[SEND] PLACE 11 SLOT 12 ARM B
[16:27:59:386]	[RECV] _ACK
[16:28:07:290]	[RECV] _RDY
[16:28:07:290]	[OPER] End > Place, Result : Completed
[16:28:07:415]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[16:28:07:417]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[16:28:07:496]	[RECV] _ACK
[16:28:10:703]	[RECV] _RDY
[16:28:10:703]	[OPER] End > ApproachForPick, Result : Completed
[16:28:10:821]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[16:28:10:830]	[SEND] PICK 16 SLOT 1 ARM B
[16:28:10:898]	[RECV] _ACK
[16:28:14:122]	[RECV] _RDY
[16:28:14:123]	[OPER] End > Pick, Result : Completed
[16:28:14:257]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 11
[16:28:14:261]	[SEND] PLACE 9 SLOT 12 ARM B
[16:28:14:331]	[RECV] _ACK
[16:28:22:251]	[RECV] _RDY
[16:28:22:251]	[OPER] End > Place, Result : Completed
[16:28:22:383]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[16:28:22:385]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[16:28:22:463]	[RECV] _ACK
[16:28:26:666]	[RECV] _RDY
[16:28:26:666]	[OPER] End > ApproachForPick, Result : Completed
[16:28:26:774]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[16:28:26:783]	[SEND] PICK 15 SLOT 1 ARM B
[16:28:26:850]	[RECV] _ACK
[16:28:30:075]	[RECV] _RDY
[16:28:30:077]	[OPER] End > Pick, Result : Completed
[16:28:30:094]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 12
[16:28:30:099]	[SEND] PLACE 11 SLOT 13 ARM B
[16:28:30:170]	[RECV] _ACK
[16:28:38:078]	[RECV] _RDY
[16:28:38:080]	[OPER] End > Place, Result : Completed
[16:28:38:214]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[16:28:38:216]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[16:28:38:296]	[RECV] _ACK
[16:28:41:502]	[RECV] _RDY
[16:28:41:503]	[OPER] End > ApproachForPick, Result : Completed
[16:28:41:623]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[16:28:41:634]	[SEND] PICK 16 SLOT 1 ARM B
[16:28:41:701]	[RECV] _ACK
[16:28:44:914]	[RECV] _RDY
[16:28:44:915]	[OPER] End > Pick, Result : Completed
[16:28:45:048]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 12
[16:28:45:052]	[SEND] PLACE 9 SLOT 13 ARM B
[16:28:45:123]	[RECV] _ACK
[16:28:53:408]	[RECV] _RDY
[16:28:53:409]	[OPER] End > Place, Result : Completed
[16:28:53:544]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[16:28:53:546]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[16:28:53:624]	[RECV] _ACK
[16:28:56:527]	[RECV] _RDY
[16:28:56:529]	[OPER] End > ApproachForPick, Result : Completed
[16:28:56:640]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[16:28:56:648]	[SEND] PICK 16 SLOT 1 ARM B
[16:28:56:715]	[RECV] _ACK
[16:28:59:942]	[RECV] _RDY
[16:28:59:943]	[OPER] End > Pick, Result : Completed
[16:29:00:176]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 1
[16:29:00:184]	[SEND] PICK 11 SLOT 2 ARM A
[16:29:00:251]	[RECV] _ACK
[16:29:08:863]	[RECV] _RDY
[16:29:08:864]	[OPER] End > Pick, Result : Completed
[16:29:15:215]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[16:29:15:217]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[16:29:15:296]	[RECV] _ACK
[16:29:18:197]	[RECV] _RDY
[16:29:18:198]	[OPER] End > ApproachForPlace, Result : Completed
[16:29:18:316]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 1
[16:29:18:320]	[SEND] PLACE 14 SLOT 1 ARM A
[16:29:18:389]	[RECV] _ACK
[16:29:22:912]	[RECV] _RDY
[16:29:22:913]	[OPER] End > Place, Result : Completed
[16:29:23:036]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 1
[16:29:23:040]	[SEND] PLACE 9 SLOT 2 ARM B
[16:29:23:108]	[RECV] _ACK
[16:29:31:444]	[RECV] _RDY
[16:29:31:444]	[OPER] End > Place, Result : Completed
[16:29:31:459]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 2
[16:29:31:467]	[SEND] PICK 11 SLOT 3 ARM A
[16:29:31:534]	[RECV] _ACK
[16:29:39:012]	[RECV] _RDY
[16:29:39:012]	[OPER] End > Pick, Result : Completed
[16:29:39:140]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[16:29:39:142]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[16:29:39:220]	[RECV] _ACK
[16:29:42:122]	[RECV] _RDY
[16:29:42:124]	[OPER] End > ApproachForPlace, Result : Completed
[16:29:42:240]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 2
[16:29:42:244]	[SEND] PLACE 14 SLOT 1 ARM A
[16:29:42:312]	[RECV] _ACK
[16:29:46:836]	[RECV] _RDY
[16:29:46:838]	[OPER] End > Place, Result : Completed
[16:29:46:973]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 3
[16:29:46:981]	[SEND] PICK 11 SLOT 4 ARM A
[16:29:47:048]	[RECV] _ACK
[16:29:55:368]	[RECV] _RDY
[16:29:55:370]	[OPER] End > Pick, Result : Completed
[16:29:55:497]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[16:29:55:500]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[16:29:55:578]	[RECV] _ACK
[16:29:58:480]	[RECV] _RDY
[16:29:58:481]	[OPER] End > ApproachForPlace, Result : Completed
[16:29:58:601]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 3
[16:29:58:605]	[SEND] PLACE 14 SLOT 1 ARM A
[16:29:58:674]	[RECV] _ACK
[16:30:03:189]	[RECV] _RDY
[16:30:03:190]	[OPER] End > Place, Result : Completed
[16:30:03:207]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 0
[16:30:03:216]	[SEND] PICK 4 SLOT 1 ARM A
[16:30:03:281]	[RECV] _ACK
[16:30:11:672]	[RECV] _RDY
[16:30:11:673]	[OPER] End > Pick, Result : Completed
[16:30:11:801]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[16:30:11:804]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[16:30:11:884]	[RECV] _ACK
[16:30:14:786]	[RECV] _RDY
[16:30:14:787]	[OPER] End > ApproachForPlace, Result : Completed
[16:30:14:901]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[16:30:14:905]	[SEND] PLACE 13 SLOT 1 ARM A
[16:30:14:974]	[RECV] _ACK
[16:30:19:497]	[RECV] _RDY
[16:30:19:499]	[OPER] End > Place, Result : Completed
[16:30:19:622]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 1
[16:30:19:630]	[SEND] PICK 4 SLOT 2 ARM A
[16:30:19:696]	[RECV] _ACK
[16:30:28:092]	[RECV] _RDY
[16:30:28:093]	[OPER] End > Pick, Result : Completed
[16:30:28:230]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[16:30:28:232]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[16:30:28:310]	[RECV] _ACK
[16:30:31:213]	[RECV] _RDY
[16:30:31:215]	[OPER] End > ApproachForPlace, Result : Completed
[16:30:31:333]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 1
[16:30:31:337]	[SEND] PLACE 13 SLOT 1 ARM A
[16:30:31:405]	[RECV] _ACK
[16:30:35:932]	[RECV] _RDY
[16:30:35:933]	[OPER] End > Place, Result : Completed
[16:30:36:066]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 2
[16:30:36:074]	[SEND] PICK 4 SLOT 3 ARM A
[16:30:36:139]	[RECV] _ACK
[16:30:44:530]	[RECV] _RDY
[16:30:44:531]	[OPER] End > Pick, Result : Completed
[16:30:44:665]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[16:30:44:667]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[16:30:44:746]	[RECV] _ACK
[16:30:47:649]	[RECV] _RDY
[16:30:47:649]	[OPER] End > ApproachForPlace, Result : Completed
[16:30:47:763]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 2
[16:30:47:767]	[SEND] PLACE 13 SLOT 1 ARM A
[16:30:47:836]	[RECV] _ACK
[16:30:52:357]	[RECV] _RDY
[16:30:52:358]	[OPER] End > Place, Result : Completed
[16:30:52:491]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[16:30:52:493]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[16:30:52:571]	[RECV] _ACK
[16:30:56:216]	[RECV] _RDY
[16:30:56:217]	[OPER] End > ApproachForPick, Result : Completed
[16:30:56:335]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[16:30:56:343]	[SEND] PICK 16 SLOT 1 ARM B
[16:30:56:410]	[RECV] _ACK
[16:30:59:626]	[RECV] _RDY
[16:30:59:628]	[OPER] End > Pick, Result : Completed
[16:30:59:757]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 2
[16:30:59:761]	[SEND] PLACE 9 SLOT 3 ARM B
[16:30:59:828]	[RECV] _ACK
[16:31:08:178]	[RECV] _RDY
[16:31:08:180]	[OPER] End > Place, Result : Completed
[16:31:08:196]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 3
[16:31:08:204]	[SEND] PICK 4 SLOT 4 ARM A
[16:31:08:269]	[RECV] _ACK
[16:31:15:240]	[RECV] _RDY
[16:31:15:242]	[OPER] End > Pick, Result : Completed
[16:31:15:369]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[16:31:15:371]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[16:31:15:450]	[RECV] _ACK
[16:31:18:352]	[RECV] _RDY
[16:31:18:353]	[OPER] End > ApproachForPlace, Result : Completed
[16:31:18:470]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 3
[16:31:18:474]	[SEND] PLACE 13 SLOT 1 ARM A
[16:31:18:543]	[RECV] _ACK
[16:31:23:054]	[RECV] _RDY
[16:31:23:054]	[OPER] End > Place, Result : Completed
[16:31:23:193]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[16:31:23:195]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[16:31:23:275]	[RECV] _ACK
[16:31:26:382]	[RECV] _RDY
[16:31:26:382]	[OPER] End > ApproachForPick, Result : Completed
[16:31:26:504]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[16:31:26:512]	[SEND] PICK 15 SLOT 1 ARM B
[16:31:26:581]	[RECV] _ACK
[16:31:29:818]	[RECV] _RDY
[16:31:29:818]	[OPER] End > Pick, Result : Completed
[16:31:29:944]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 1
